[2026-03-01_020004] [INFO] Synchronisation Starting - Direction: VaultToGitHub
[2026-03-01_020004] [INFO] Vault Path: D:\Vault\Vault
[2026-03-01_020004] [INFO] GitHub Path: C:\Users\th3th\OneDrive\Documents\GitHub\Ascended33
[2026-03-01_020004] [INFO] Starting sync: Vault â†’ GitHub (Primary Backup)
[2026-03-01_020004] [INFO] Source: D:\Vault\Vault
[2026-03-01_020004] [INFO] Destination: C:\Users\th3th\OneDrive\Documents\GitHub\Ascended33
[2026-03-01_020004] [WARNING] Sync encountered errors (exit code: 11)

	                  75	D:\Vault\Vault\
	                   1	D:\Vault\Vault\.venv\Lib\site-packages\pip-26.0.1.dist-info\licenses\src\pip\_vendor\pygments\
	                   1	D:\Vault\Vault\.venv\Lib\site-packages\pip-26.0.1.dist-info\licenses\src\pip\_vendor\pyproject_hooks\
	                   1	D:\Vault\Vault\.venv\Lib\site-packages\pip-26.0.1.dist-info\licenses\src\pip\_vendor\requests\
	                   1	D:\Vault\Vault\.venv\Lib\site-packages\pip-26.0.1.dist-info\licenses\src\pip\_vendor\resolvelib\
	                   1	D:\Vault\Vault\.venv\Lib\site-packages\pip-26.0.1.dist-info\licenses\src\pip\_vendor\rich\
	                   1	D:\Vault\Vault\.venv\Lib\site-packages\pip-26.0.1.dist-info\licenses\src\pip\_vendor\tomli\
	                   1	D:\Vault\Vault\.venv\Lib\site-packages\pip-26.0.1.dist-info\licenses\src\pip\_vendor\tomli_w\
	                   1	D:\Vault\Vault\.venv\Lib\site-packages\pip-26.0.1.dist-info\licenses\src\pip\_vendor\truststore\
	                   1	D:\Vault\Vault\.venv\Lib\site-packages\pip-26.0.1.dist-info\licenses\src\pip\_vendor\urllib3\
	                  17	D:\Vault\Vault\.venv\Lib\site-packages\plotly\
	                   1	D:\Vault\Vault\.venv\Lib\site-packages\plotly\api\
	                   1	D:\Vault\Vault\.venv\Lib\site-packages\plotly\api\__pycache__\
	                   1	D:\Vault\Vault\.venv\Lib\site-packages\plotly\colors\
	                   1	D:\Vault\Vault\.venv\Lib\site-packages\plotly\colors\__pycache__\
	                   1	D:\Vault\Vault\.venv\Lib\site-packages\plotly\data\
	                   1	D:\Vault\Vault\.venv\Lib\site-packages\plotly\data\__pycache__\
	                   7	D:\Vault\Vault\.venv\Lib\site-packages\plotly\express\
	                   1	D:\Vault\Vault\.venv\Lib\site-packages\plotly\express\colors\
	                   1	D:\Vault\Vault\.venv\Lib\site-packages\plotly\express\colors\__pycache__\
	                   1	D:\Vault\Vault\.venv\Lib\site-packages\plotly\express\data\
	                   1	D:\Vault\Vault\.venv\Lib\site-packages\plotly\express\data\__pycache__\
	                   1	D:\Vault\Vault\.venv\Lib\site-packages\plotly\express\trendline_functions\
	                   1	D:\Vault\Vault\.venv\Lib\site-packages\plotly\express\trendline_functions\__pycache__\
	                   7	D:\Vault\Vault\.venv\Lib\site-packages\plotly\express\__pycache__\
	                  20	D:\Vault\Vault\.venv\Lib\site-packages\plotly\figure_factory\
	                  20	D:\Vault\Vault\.venv\Lib\site-packages\plotly\figure_factory\__pycache__\
	                   1	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objects\
	                   1	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objects\__pycache__\
	                  56	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\
	                  12	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\bar\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\bar\hoverlabel\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\bar\hoverlabel\__pycache__\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\bar\legendgrouptitle\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\bar\legendgrouptitle\__pycache__\
	                   4	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\bar\marker\
	                   4	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\bar\marker\colorbar\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\bar\marker\colorbar\title\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\bar\marker\colorbar\title\__pycache__\
	                   4	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\bar\marker\colorbar\__pycache__\
	                   4	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\bar\marker\__pycache__\
	                   3	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\bar\selected\
	                   3	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\bar\selected\__pycache__\
	                   3	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\bar\unselected\
	                   3	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\bar\unselected\__pycache__\
	                  12	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\bar\__pycache__\
	                   7	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\barpolar\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\barpolar\hoverlabel\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\barpolar\hoverlabel\__pycache__\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\barpolar\legendgrouptitle\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\barpolar\legendgrouptitle\__pycache__\
	                   4	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\barpolar\marker\
	                   4	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\barpolar\marker\colorbar\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\barpolar\marker\colorbar\title\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\barpolar\marker\colorbar\title\__pycache__\
	                   4	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\barpolar\marker\colorbar\__pycache__\
	                   4	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\barpolar\marker\__pycache__\
	                   3	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\barpolar\selected\
	                   3	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\barpolar\selected\__pycache__\
	                   3	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\barpolar\unselected\
	                   3	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\barpolar\unselected\__pycache__\
	                   7	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\barpolar\__pycache__\
	                   8	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\box\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\box\hoverlabel\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\box\hoverlabel\__pycache__\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\box\legendgrouptitle\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\box\legendgrouptitle\__pycache__\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\box\marker\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\box\marker\__pycache__\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\box\selected\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\box\selected\__pycache__\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\box\unselected\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\box\unselected\__pycache__\
	                   8	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\box\__pycache__\
	                   7	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\candlestick\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\candlestick\decreasing\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\candlestick\decreasing\__pycache__\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\candlestick\hoverlabel\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\candlestick\hoverlabel\__pycache__\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\candlestick\increasing\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\candlestick\increasing\__pycache__\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\candlestick\legendgrouptitle\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\candlestick\legendgrouptitle\__pycache__\
	                   7	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\candlestick\__pycache__\
	                   6	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\carpet\
	                   4	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\carpet\aaxis\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\carpet\aaxis\title\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\carpet\aaxis\title\__pycache__\
	                   4	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\carpet\aaxis\__pycache__\
	                   4	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\carpet\baxis\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\carpet\baxis\title\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\carpet\baxis\title\__pycache__\
	                   4	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\carpet\baxis\__pycache__\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\carpet\legendgrouptitle\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\carpet\legendgrouptitle\__pycache__\
	                   6	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\carpet\__pycache__\
	                   8	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\choropleth\
	                   4	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\choropleth\colorbar\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\choropleth\colorbar\title\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\choropleth\colorbar\title\__pycache__\
	                   4	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\choropleth\colorbar\__pycache__\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\choropleth\hoverlabel\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\choropleth\hoverlabel\__pycache__\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\choropleth\legendgrouptitle\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\choropleth\legendgrouptitle\__pycache__\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\choropleth\marker\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\choropleth\marker\__pycache__\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\choropleth\selected\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\choropleth\selected\__pycache__\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\choropleth\unselected\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\choropleth\unselected\__pycache__\
	                   8	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\choropleth\__pycache__\
	                   8	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\choroplethmap\
	                   4	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\choroplethmap\colorbar\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\choroplethmap\colorbar\title\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\choroplethmap\colorbar\title\__pycache__\
	                   4	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\choroplethmap\colorbar\__pycache__\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\choroplethmap\hoverlabel\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\choroplethmap\hoverlabel\__pycache__\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\choroplethmap\legendgrouptitle\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\choroplethmap\legendgrouptitle\__pycache__\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\choroplethmap\marker\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\choroplethmap\marker\__pycache__\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\choroplethmap\selected\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\choroplethmap\selected\__pycache__\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\choroplethmap\unselected\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\choroplethmap\unselected\__pycache__\
	                   8	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\choroplethmap\__pycache__\
	                   8	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\choroplethmapbox\
	                   4	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\choroplethmapbox\colorbar\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\choroplethmapbox\colorbar\title\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\choroplethmapbox\colorbar\title\__pycache__\
	                   4	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\choroplethmapbox\colorbar\__pycache__\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\choroplethmapbox\hoverlabel\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\choroplethmapbox\hoverlabel\__pycache__\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\choroplethmapbox\legendgrouptitle\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\choroplethmapbox\legendgrouptitle\__pycache__\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\choroplethmapbox\marker\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\choroplethmapbox\marker\__pycache__\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\choroplethmapbox\selected\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\choroplethmapbox\selected\__pycache__\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\choroplethmapbox\unselected\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\choroplethmapbox\unselected\__pycache__\
	                   8	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\choroplethmapbox\__pycache__\
	                   7	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\cone\
	                   4	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\cone\colorbar\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\cone\colorbar\title\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\cone\colorbar\title\__pycache__\
	                   4	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\cone\colorbar\__pycache__\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\cone\hoverlabel\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\cone\hoverlabel\__pycache__\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\cone\legendgrouptitle\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\cone\legendgrouptitle\__pycache__\
	                   7	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\cone\__pycache__\
	                   8	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\contour\
	                   4	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\contour\colorbar\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\contour\colorbar\title\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\contour\colorbar\title\__pycache__\
	                   4	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\contour\colorbar\__pycache__\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\contour\contours\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\contour\contours\__pycache__\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\contour\hoverlabel\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\contour\hoverlabel\__pycache__\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\contour\legendgrouptitle\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\contour\legendgrouptitle\__pycache__\
	                   8	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\contour\__pycache__\
	                   6	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\contourcarpet\
	                   4	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\contourcarpet\colorbar\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\contourcarpet\colorbar\title\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\contourcarpet\colorbar\title\__pycache__\
	                   4	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\contourcarpet\colorbar\__pycache__\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\contourcarpet\contours\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\contourcarpet\contours\__pycache__\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\contourcarpet\legendgrouptitle\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\contourcarpet\legendgrouptitle\__pycache__\
	                   6	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\contourcarpet\__pycache__\
	                   5	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\densitymap\
	                   4	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\densitymap\colorbar\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\densitymap\colorbar\title\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\densitymap\colorbar\title\__pycache__\
	                   4	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\densitymap\colorbar\__pycache__\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\densitymap\hoverlabel\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\densitymap\hoverlabel\__pycache__\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\densitymap\legendgrouptitle\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\densitymap\legendgrouptitle\__pycache__\
	                   5	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\densitymap\__pycache__\
	                   5	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\densitymapbox\
	                   4	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\densitymapbox\colorbar\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\densitymapbox\colorbar\title\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\densitymapbox\colorbar\title\__pycache__\
	                   4	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\densitymapbox\colorbar\__pycache__\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\densitymapbox\hoverlabel\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\densitymapbox\hoverlabel\__pycache__\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\densitymapbox\legendgrouptitle\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\densitymapbox\legendgrouptitle\__pycache__\
	                   5	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\densitymapbox\__pycache__\
	                   9	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\funnel\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\funnel\connector\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\funnel\connector\__pycache__\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\funnel\hoverlabel\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\funnel\hoverlabel\__pycache__\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\funnel\legendgrouptitle\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\funnel\legendgrouptitle\__pycache__\
	                   3	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\funnel\marker\
	                   4	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\funnel\marker\colorbar\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\funnel\marker\colorbar\title\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\funnel\marker\colorbar\title\__pycache__\
	                   4	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\funnel\marker\colorbar\__pycache__\
	                   3	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\funnel\marker\__pycache__\
	                   9	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\funnel\__pycache__\
	                   9	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\funnelarea\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\funnelarea\hoverlabel\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\funnelarea\hoverlabel\__pycache__\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\funnelarea\legendgrouptitle\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\funnelarea\legendgrouptitle\__pycache__\
	                   3	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\funnelarea\marker\
	                   3	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\funnelarea\marker\__pycache__\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\funnelarea\title\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\funnelarea\title\__pycache__\
	                   9	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\funnelarea\__pycache__\
	                   6	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\heatmap\
	                   4	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\heatmap\colorbar\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\heatmap\colorbar\title\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\heatmap\colorbar\title\__pycache__\
	                   4	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\heatmap\colorbar\__pycache__\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\heatmap\hoverlabel\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\heatmap\hoverlabel\__pycache__\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\heatmap\legendgrouptitle\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\heatmap\legendgrouptitle\__pycache__\
	                   6	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\heatmap\__pycache__\
	                  15	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\histogram\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\histogram\hoverlabel\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\histogram\hoverlabel\__pycache__\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\histogram\legendgrouptitle\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\histogram\legendgrouptitle\__pycache__\
	                   4	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\histogram\marker\
	                   4	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\histogram\marker\colorbar\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\histogram\marker\colorbar\title\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\histogram\marker\colorbar\title\__pycache__\
	                   4	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\histogram\marker\colorbar\__pycache__\
	                   4	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\histogram\marker\__pycache__\
	                   3	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\histogram\selected\
	                   3	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\histogram\selected\__pycache__\
	                   3	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\histogram\unselected\
	                   3	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\histogram\unselected\__pycache__\
	                  15	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\histogram\__pycache__\
	                   9	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\histogram2d\
	                   4	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\histogram2d\colorbar\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\histogram2d\colorbar\title\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\histogram2d\colorbar\title\__pycache__\
	                   4	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\histogram2d\colorbar\__pycache__\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\histogram2d\hoverlabel\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\histogram2d\hoverlabel\__pycache__\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\histogram2d\legendgrouptitle\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\histogram2d\legendgrouptitle\__pycache__\
	                   9	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\histogram2d\__pycache__\
	                  11	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\histogram2dcontour\
	                   4	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\histogram2dcontour\colorbar\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\histogram2dcontour\colorbar\title\
	                   2	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\histogram2dcontour\colorbar\title\__pycache__\
	                   4	D:\Vault\Vault\.venv\Lib\site-packages\plotly\graph_objs\histogram2dcontour\colorbar\__pycache__\
